,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,2.0551144580280404e-08,3.7358703043866653e-07,3.2101170881904347e-06,1.7394670972098178e-05,6.70273380692796e-05,0.00019687184335550622,0.000462924873472737,0.0009071007405310621,0.0015350929109232759,0.002316814401507621,0.0032046428334248853,0.0041502888200662955,0.005112237771514423,0.006057910678186689,0.006963809544708539,0.007814272189860604,0.008599842638586458,0.009315806498044615,0.009960881813042754,0.010536176999674718,0.011044401580021072,0.01148926282416899,0.011875034917397217,0.012206250667774962,0.012487486515467367,0.012723220492984879,0.012917738881461744,0.013075080908327048,0.013199008999438043,0.013292996808471996,0.013360229914919919,0.013403614117601628,0.013425789067590862,0.013429144680313611,0.01341583901812034,0.013387816657620837,0.013346826739960642,0.013294440415886427,0.013232067291718854,0.01316097081375632,0.01308228248374827,0.012997014904850909,0.012906073699202481,0.012810268325402852,0.012710321885719947,0.012606879974819898,0.012500518659500835,0.012391751655879026,0.012281036778717192,0.012168781732179964,0.012055349302529895,0.011941062015785707,0.011826206310485395,0.01171103627811289,0.011595777013618878,0.011480627617841285,0.011365763887711534,0.011251340726962334,0.011137494307171304,0.011024344004852997,0.010911994138850916,0.010800535528498807,0.010690046891891142,0.010580596100740212,0.010472241307069804,0.010365031955071932,0.01025900969011732,0.01015420917568136,0.0100506588276491,0.009948381474647387,0.009847394951924894,0.009747712635693693,0.009649343923951701,0.009552294669292888,0.009456567568548496,0.009362162513642192,0.009269076907565822,0.0091773059489708,0.009086842888527966,0.008997679259853314,0.00890980508754257,0.008823209074563318,0.008737878771054215,0.008653800726347359,0.00857096062586465,0.008489343414360143,0.008408933406838777,0.008329714388347738,0.008251669703715308,0.008174782338208744,0.008099034989983298,0.008024410135112072,0.007950890085905622,0.007878457043163931,0.007807093142938515,0.007736780498328417,0.007667501236781542,0.007599237533328919,0.007531971640137368,0.007498585933317536
2,0.0,5.109827007822472e-08,9.257657959010291e-07,7.92802464105001e-06,4.2816187950537124e-05,0.00016444843978212427,0.0004815268959849133,0.0011290735182954634,0.0022069901155664508,0.0037273539158171197,0.005616540220504458,0.007759500994760919,0.01004002691648736,0.012358368979997075,0.014636360344554322,0.016817697535186395,0.018864900002383105,0.020755389707945947,0.022477964117176466,0.02402964804358986,0.025413194081493406,0.02663518678212627,0.027704595674423377,0.028631742526995928,0.029427561875782087,0.03010308637732884,0.03066910654655363,0.03113594749021186,0.03151333690438002,0.031810334141055274,0.03203530205033471,0.03219590903300379,0.03229914932926967,0.03235137606667992,0.03235834091229237,0.0323252372548597,0.03225674448630205,0.03215707151962135,0.032029998818910395,0.031878918014610035,0.031706868956940845,0.031516573942426455,0.03131046912717248,0.031090733214662988,0.030859313497127998,0.030617949461199504,0.03036819408592297,0.030111433048761255,0.029848901998280185,0.029581702075870468,0.029310813850946058,0.029037109817527117,0.028761365602385527,0.028484270006469324,0.02820643400571755,0.027928398813417337,0.027650643105013,0.027373589491326143,0.02709761031939071,0.02682303287228759,0.02655014403020238,0.026279194450832384,0.026010402318545137,0.02574395670877618,0.02548002060730909,0.02521873362119046,0.024960214413271786,0.02470456288931796,0.024451862163498844,0.02420218032510546,0.02395557202724833,0.023712079915671966,0.023471735914301003,0.023234562382010236,0.023000573153872304,0.022769774478527835,0.02254216586223809,0.022317740829005703,0.022096487605188044,0.02187838973617697,0.021663426641886536,0.021451574117160133,0.021242804782512746,0.02103708849013786,0.02083439268954878,0.02063468275682835,0.02043792229102628,0.02024407338090847,0.020053096844933456,0.019864952447045333,0.01967959909061813,0.019496994992652426,0.01931709784012235,0.019139864930180283,0.018965253295764362,0.018793219817999526,0.01862372132665228,0.018456714689773154,0.0182921568935562,0.01813000511334247,0.018049525388062815
3,0.0,7.772870041999822e-08,1.4006486381751321e-06,1.1929796968452445e-05,6.408129846631614e-05,0.0002448304160663909,0.0007133177141636876,0.0016649316683752125,0.0032414719889920906,0.005456515113345231,0.008200991777944745,0.011307907452699821,0.01460962547292916,0.017962618114429344,0.021254673451690707,0.0244051380333295,0.0273604306011946,0.030088390558962744,0.0325731844775402,0.034810771050567825,0.03680531450776292,0.038566458146212304,0.040107248876964124,0.041442656802692615,0.04258851419806969,0.04356077941402848,0.04437504957419217,0.045046241655121146,0.045588404501803306,0.046014617985105026,0.04633695384176218,0.046566479453386954,0.04671328785066158,0.04678654590470433,0.04679455186679244,0.046744797977411,0.04664403451109938,0.04649833272257053,0.04631314557374834,0.04609336495872123,0.04584337521590648,0.04556710253379983,0.0452680603017218,0.04494939050721007,0.044613901319335486,0.04426410114830986,0.04390222937510775,0.04353028406149914,0.043150046867533286,0.04276310544473933,0.04237087353729901,0.04197460900962803,0.04157543001345738,0.04117432947256782,0.040772188065955985,0.04036978585710965,0.03996781271542338,0.03956687765296788,0.03916751719184456,0.038770202864182514,0.03837534793532439,0.0379833134334695,0.03759441355740968,0.03720892052923296,0.036827068949209306,0.03644905970594876,0.03607506348783525,0.03570522393765049,0.035339660487453246,0.034978470906814066,0.03462173359422223,0.034269509637910596,0.03392184467000841,0.033578770534952035,0.033240306791267896,0.03290646206350968,0.03257723525960687,0.03225261666713175,0.0319325889406684,0.03161712799117813,0.03130620378711172,0.03099978107606281,0.030697820034789613,0.030400276854705387,0.03010710426914639,0.029818252028147734,0.02953366732583133,0.02925329518503086,0.028977078803297657,0.028704959864025853,0.0284368788160621,0.02817277512483254,0.02791258749772326,0.027656254086178323,0.02740371266674329,0.02715490080306092,0.026909755990636622,0.026668215786009232,0.026430217921812618,0.02619570040906409,0.026079304012334825
4,0.0,1.0483136479072227e-07,1.8759153176372952e-06,1.586583810484147e-05,8.462831043082948e-05,0.0003211204343679854,0.0009294893462658664,0.002156512485598077,0.004176605603407498,0.0070003651381449865,0.010485808841005227,0.014421145436440595,0.018595480644685435,0.02282885660685217,0.026981017358732415,0.030951437526912644,0.034673515835870604,0.03810747182045136,0.04123392753049661,0.04404821412591903,0.04655589113710673,0.0487693302667856,0.05070512440977886,0.05238224041560763,0.05382069388376202,0.055040633519792236,0.05606173388327064,0.0569027994475854,0.05758153205893793,0.05811440654592276,0.058516623844940226,0.058802117089820624,0.05898359058302413,0.05907258125702106,0.05907953162961443,0.059013869081975576,0.058884086704600186,0.058697822765958016,0.05846193726571939,0.058182584058303954,0.057865278271401546,0.05751495851663028,0.05713604400149579,0.056732486633442374,0.056307818331721986,0.05586519388880224,0.055407429642070564,0.05493703834256008,0.05445626050561088,0.05396709258767596,0.053471312274454404,0.05297050116295331,0.05246606509974656,0.05195925240408601,0.051451170200920174,0.050942799050666794,0.05043500605971776,0.0499285566257912,0.04942412496442321,0.048922303543641854,0.048423611541974707,0.04792850243356618,0.047437370791213886,0.046950558391048905,0.04646835969099593,0.045991026749822965,0.04551877364450208,0.045051780438824164,0.044590196749653276,0.04413414495268883,0.043683723065044394,0.04323900733781435,0.04280005458859696,0.04236690430036802,0.0419395805107223,0.04151809351259296,0.04110244138566383,0.040692611375431884,0.040288581135287625,0.03989031984527715,0.039497789219850706,0.039110944415628464,0.03872973484905626,0.03835410493286605,0.03798399473928876,0.037619340597224354,0.03726007562979025,0.03690613023807074,0.036557432536275025,0.03621390874301391,0.035875483532922435,0.0355420803524504,0.03521362170325786,0.034890029396320486,0.03457122477954404,0.03425712894141605,0.03394766289297903,0.03364274773018482,0.0333423047784982,0.03304625572143102,0.032899319903147095
5,0.0,1.3455730081524648e-07,2.3882884610486316e-06,2.0032951942626784e-05,0.00010597419954342047,0.00039885557072295917,0.0011455384820383567,0.002638794232613984,0.0050787292039253164,0.008468446502207091,0.012633417125579072,0.017321061362755654,0.02228227020312703,0.027305346223026043,0.0322259277396454,0.03692661756021167,0.04132989967085146,0.045389757789486306,0.04908407705849527,0.052407938267847586,0.05536836887225506,0.057980327475623865,0.060263672430466514,0.06224100100604629,0.06393609805917273,0.06537286919582641,0.06657463167858693,0.06756365437785256,0.06836088861318695,0.06898582482124349,0.06945644057031188,0.06978920965479546,0.06999914990130932,0.07009989693580203,0.07010379119558677,0.07002197229722243,0.06986447493530265,0.069640323157023,0.06935762101140681,0.06902363794174897,0.06864488856093802,0.06822720622418613,0.06777581057670821,0.06729536913966945,0.06679005324341779,0.06626358867747406,0.06571930139268611,0.06516015870281797,0.06458880632526207,0.06400760167360907,0.06341864373137492,0.06282379985047823,0.062224729776428955,0.061622907177030325,0.061019638936406426,0.060416082437429505,0.05981326104940249,0.05921207800251645,0.05861332882322286,0.058017712479039994,0.057425841370399106,0.05683825029076582,0.056255404463358125,0.055677706752651795,0.055105504136276406,0.05453909351608749,0.05397872693653172,0.053424616273032334,0.05287693744492754,0.05233583420269308,0.05180142153325762,0.051273788722815856,0.05075300211236528,0.05023910757726591,0.04973213275911978,0.049232089074938805,0.04873897352629959,0.048252770328492664,0.04777345237785838,0.047300982573406064,0.04683531500729765,0.04637639603718525,0.04592416525210152,0.045478556342407245,0.045039497883204056,0.044606914039713924,0.04418072520221475,0.04376084855741359,0.043347198602404234,0.04293968760678163,0.04253822602789934,0.042142722883794254,0.04175308608783122,0.04136922274874392,0.040991039439372545,0.040618442437091465,0.040251337938620804,0.0398896322516597,0.03953323196554563,0.039182044102928464,0.039007741686864605
6,0.0,1.684612554892542e-07,2.9630783239806607e-06,2.462585411417328e-05,0.00012906576380684252,0.0004813283137060386,0.0013702783242767447,0.003130924854837317,0.005983083431228762,0.009917697772044225,0.014726989137976876,0.020120096098691018,0.0258132384999582,0.031566402986973746,0.0371940831343258,0.04256430955812318,0.047590297681690485,0.05222091009003533,0.056431975348216167,0.06021867771251392,0.06358963305168161,0.06656234039905586,0.06915976743028995,0.0714079157600444,0.07333407257622114,0.07496561443342514,0.07632921015366553,0.07745030693826065,0.07835283082677512,0.07905902826596324,0.07958941129052423,0.0799627703953044,0.08019623136785346,0.08030534083602128,0.08030416653933398,0.08020540577623506,0.08002049520604464,0.07975971879169515,0.07943231136935194,0.07904655620898142,0.07860987608192171,0.07812891720809886,0.07760962632565153,0.07705732091297196,0.07647675297880194,0.0758721667976362,0.07524735101170574,0.07460568559122255,0.07395018404993933,0.07328353138906997,0.07260811813881704,0.07192607089928398,0.071239279715688,0.07054942261196151,0.06985798757510564,0.06916629224860142,0.06847550158017852,0.06778664363115279,0.06710062374660483,0.06641823725421866,0.06574018085026577,0.06506706280924845,0.06439941214202713,0.06373768681323441,0.0630822811162377,0.06243353229500759,0.06179172649064197,0.06115710408406936,0.060529864496876695,0.059910170507177965,0.059298152130159626,0.05869391010846258,0.05809751905230963,0.0575090302652171,0.05692847428740851,0.05635586318545332,0.05579119261396355,0.055234443672143106,0.054685584575946466,0.05414457216414599,0.053611353254974015,0.05308586586808893,0.05256804032524734,0.05205780024160749,0.05155506341842317,0.051059742646787386,0.050571746431095396,0.050090979640057036,0.049617344092270116,0.04915073908270359,0.04869106185577305,0.04823820803016662,0.047792071980037924,0.04735254717675894,0.04691952649499219,0.04649290248649594,0.04607256762473169,0.04565841452305324,0.04525033612899007,0.044848225896891025,0.04464864953987746
7,0.0,2.07962448511762e-07,3.6223581690443037e-06,2.9805971960821988e-05,0.00015464594810244773,0.0005709778959624628,0.001609877971213218,0.00364563361496703,0.006912123206936606,0.011383275904713702,0.016816773139768294,0.02288517247793684,0.029272747144063884,0.035713904727698816,0.04200442843805762,0.047999697160910196,0.05360505800384055,0.05876522475271431,0.06345458405322711,0.06766876901649808,0.07141813435100854,0.07472272848516703,0.07760854364774138,0.08010483934036011,0.08224222137385735,0.08405133443513366,0.08556198851383405,0.08680260005775489,0.08779986730734766,0.08857860026146466,0.08916166510532568,0.0895700017041558,0.08982268984770038,0.08993704629568307,0.08992873784309592,0.08981190314767797,0.08959927563004333,0.0893023042692126,0.0889312692290028,0.08849539078423309,0.08800293088557097,0.08746128675113946,0.0868770767728698,0.08625621874235032,0.08560400092432291,0.0849251463480004,0.0842238708356296,0.08350393528752587,0.08276869268521152,0.08202113033558808,0.08126390776548202,0.08049939072250914,0.07972968164593329,0.07895664697828945,0.07818194163542577,0.0774070309286635,0.07663321020848814,0.07586162246231047,0.07509327408788836,0.07432904902844632,0.0735697214473127,0.07281596709239094,0.07206837349100267,0.0713274490970399,0.07059363150087236,0.06986729480071203,0.06914875622240586,0.06843828206708309,0.06773609305557482,0.06704236913311436,0.06635725378931827,0.06568085794398656,0.06501326344286831,0.0643545262035247,0.06370467904683903,0.06306373424607045,0.06243168582210504,0.06180851161033383,0.061194175122241984,0.06058862722207164,0.05999180763713729,0.059403646318173985,0.058824064664659344,0.05825297662834136,0.057690289706989153,0.05713590583908791,0.05658972220915457,0.05605163197237431,0.05552152490637587,0.05499928799720748,0.05448480596584337,0.05397796174096432,0.05347863688315009,0.05298671196515598,0.05250206691245563,0.05202458130785567,0.05155413466359514,0.05109060666402964,0.05063387738169312,0.050183827469265974,0.049960457479014675
8,0.0,2.545346673746436e-07,4.388215228882729e-06,3.572798962809767e-05,0.00018339193479633046,0.0006699061461952505,0.001869344022440409,0.004192661639803145,0.007882170634326209,0.012889735986417045,0.018936882012402102,0.02566083311545159,0.03271615924349562,0.03981402660564222,0.046733637335724505,0.053319416647560514,0.05947010158629174,0.0651271484274666,0.07026408020624042,0.07487732243915847,0.07897913954860816,0.08259217382969578,0.08574540220783258,0.08847124511001335,0.09080349483811229,0.09277591269730583,0.0944212891785706,0.09577084824105878,0.09685390215694256,0.09769767322911037,0.09832723940026572,0.09876555728619438,0.09903353833805967,0.09915015725123082,0.09913257757612197,0.09899628640919987,0.09875522980766135,0.09842194581561643,0.09800769147782673,0.09752256251229585,0.09697560474139344,0.09637491675774423,0.09572774412009483,0.09504056508320867,0.09431916849713667,0.09356872423191369,0.0927938467556318,0.09199865239614717,0.09118681082318135,0.09036159131057711,0.08952590423253078,0.08868233829758063,0.08783319391148806,0.08698051308502205,0.08612610622554322,0.08527157614204656,0.0844183395529675,0.08356764635520784,0.08272059689518943,0.08187815744604213,0.08104117408630068,0.08021038514339643,0.07938643235738341,0.0785698708968178,0.07776117834911168,0.07696076279228421,0.07616897004414262,0.0753860901753274,0.07461236336192328,0.07384798514711938,0.07309311117202195,0.07234786143115406,0.0716123241007205,0.07088655898383779,0.07017060061140704,0.06946446103375968,0.06876813233428643,0.06808158889300879,0.06740478942529625,0.06673767881806116,0.06608018978376999,0.06543224435018948,0.06479375520226376,0.06416462689056812,0.06354475691954721,0.06293403672723301,0.062332352567080695,0.06173958630141686,0.06115561611508908,0.06058031715703139,0.06001356211669257,0.059455221741609235,0.058905165301755984,0.0583632610057889,0.057829376373762426,0.057303378570490934,0.05678513470328973,0.05627451208749564,0.05577137848282271,0.05527560230332613,0.055029537168697296
9,0.0,3.098140463630492e-07,5.2844716574317394e-06,4.255307284157415e-05,0.00021598062442894486,0.0007801133773407245,0.0021531823206362303,0.004780274116786379,0.008906329373730433,0.014455915714142868,0.02111261948120058,0.02847932995867808,0.03618286485214821,0.043913247883591654,0.05143504593393022,0.05858329146649953,0.06525128422839876,0.07137806593950706,0.07693685333477575,0.0819252090896885,0.08635749286493738,0.09025900945733248,0.09366171066197791,0.0966011135392463,0.0991140987369405,0.10123742629011429,0.10300673907043606,0.10445593776441853,0.10561681944202289,0.10651889435054493,0.1071893345067216,0.1076530032724089,0.10793254200909883,0.10804848981630291,0.10801942158961735,0.10786209516916823,0.10759159883973317,0.10722149608479482,0.10676396344944553,0.10622992045798665,0.10562915038704764,0.10497041154132436,0.10426153927974634,0.10350953883782837,0.1027206696689544,0.10190052165060717,0.10105408389687791,0.10018580670470921,0.09929965725762396,0.098399169668458,0.09748748986758715,0.09656741587906036,0.09564143390520742,0.0947117506777848,0.09378032243344422,0.09284888087938947,0.09191895645454819,0.09099189917181082,0.09006889729792518,0.08915099409394049,0.08823910282688763,0.08733402022884956,0.08643643857265454,0.08554695650538464,0.08466608877351861,0.08379427495391298,0.08293188729565512,0.08207923776535733,0.08123658437836,0.08040413689064288,0.07958206191655814,0.07877048753249212,0.07796950741828276,0.07717918458442721,0.07639955472664774,0.07563062924606731,0.0748723979685167,0.0741248315934093,0.07338788389928946,0.07266149373032017,0.07194558678563867,0.07124007723099784,0.07054486915042243,0.0698598578534925,0.06918493105256952,0.06851996992258316,0.06786485005492285,0.06721944231567291,0.06658361361751224,0.06595722761360209,0.06534014532099547,0.06473222568035332,0.06413332605806889,0.0635433026963333,0.06296201111609726,0.062389306477447434,0.06182504390143101,0.06126907875701824,0.0607212669164975,0.060181464982317225,0.05991354861941711
