,0
0,0.0
1,3.9168921280773836e-09
2,7.902012387493646e-08
3,7.617466760739884e-07
4,4.686273185891276e-06
5,2.076231529435297e-05
6,7.10041626229455e-05
7,0.00019659022774119923
8,0.00045730356263075155
9,0.0009219443265946706
10,0.001654625519142151
11,0.0027046376724304605
12,0.004103001406285169
13,0.005863645192994156
14,0.007986406764879994
15,0.01046046926878255
16,0.013267584571138608
17,0.016384746889385817
18,0.019786275839021875
19,0.023445370546616023
20,0.027335215752054172
21,0.03142973916037601
22,0.03570410374692126
23,0.04013500335896782
24,0.04470081783281448
25,0.04938166873644892
26,0.05415940738334657
27,0.059017558260400685
28,0.06394123436246565
29,0.0689170365167482
30,0.07393294492384932
31,0.07897820868966329
32,0.084043237186092
33,0.08911949568552249
34,0.09419940679898593
35,0.09927625851371677
36,0.10434411919071418
37,0.10939775954441396
38,0.11443258142053483
39,0.11944455305959137
40,0.12443015044785254
41,0.12938630432609102
42,0.13431035240677425
43,0.1391999963587253
44,0.14405326313209307
45,0.14886847021944283
46,0.153644194476144
47,0.15837924415048296
48,0.16307263380389186
49,0.16772356182880527
50,0.17233139029926128
51,0.1768956269142477
52,0.18141590881745073
53,0.18589198809872573
54,0.1903237188022601
55,0.19471104528456198
56,0.19905399178151464
57,0.20335265305858122
58,0.20760718603135295
59,0.21181780225557897
60,0.21598476119642315
61,0.22010836419623095
62,0.22418894906862452
63,0.22822688525434015
64,0.23222256948105505
65,0.23617642187550197
66,0.2400888824816191
67,0.24396040814331008
68,0.24779146971472532
69,0.2515825495648315
70,0.2553341393464859
71,0.25904673800331396
72,0.2627208499904371
73,0.2663569836875616
74,0.2699556499851331
75,0.273517361026233
76,0.27704262908864824
77,0.28053196559312454
78,0.28398588022522014
79,0.2874048801594437
80,0.29078946937549066
81,0.29414014805740785
82,0.2974574120674287
83,0.3007417524870367
84,0.30399365521855115
85,0.3072136006411872
86,0.3104020633161359
87,0.3135595117357428
88,0.3166864081123422
89,0.31978320820273753
90,0.32285036116470484
91,0.3258883094422483
92,0.3288974886766501
93,0.33187832764064334
94,0.3348312481932917
95,0.3377566652533915
96,0.34065498678942124
97,0.3435266138242517
98,0.34637194045299996
99,0.3491913538725662
100,0.3505946302496225
